userId	geneSymbol	geneName	entrezgene	gLink
RPL12P20	RPL12P20	ribosomal protein L12 pseudogene 20	100270923	https://www.ncbi.nlm.nih.gov/gene/?term=100270923
RPL13P12	RPL13P12	ribosomal protein L13 pseudogene 12	388344	https://www.ncbi.nlm.nih.gov/gene/?term=388344
RPL18A	RPL18A	ribosomal protein L18a	6142	https://www.ncbi.nlm.nih.gov/gene/?term=6142
RPL18AP3	RPL18AP3	ribosomal protein L18a pseudogene 3	390354	https://www.ncbi.nlm.nih.gov/gene/?term=390354
RPL21P54	RPL21P54	ribosomal protein L21 pseudogene 54	100271168	https://www.ncbi.nlm.nih.gov/gene/?term=100271168
RPL23AP34	RPL23AP34	ribosomal protein L23a pseudogene 34	100271294	https://www.ncbi.nlm.nih.gov/gene/?term=100271294
RPL29P14	RPL29P14	ribosomal protein L29 pseudogene 14	100270974	https://www.ncbi.nlm.nih.gov/gene/?term=100270974
RPL29P19	RPL29P19	ribosomal protein L29 pseudogene 19	389655	https://www.ncbi.nlm.nih.gov/gene/?term=389655
RPL3	RPL3	ribosomal protein L3	6122	https://www.ncbi.nlm.nih.gov/gene/?term=6122
RPL37A	RPL37A	ribosomal protein L37a	6168	https://www.ncbi.nlm.nih.gov/gene/?term=6168
RPL4	RPL4	ribosomal protein L4	6124	https://www.ncbi.nlm.nih.gov/gene/?term=6124
RPL41P1	RPL41P1	ribosomal protein L41 pseudogene 1	22971	https://www.ncbi.nlm.nih.gov/gene/?term=22971
RPL4P4	RPL4P4	ribosomal protein L4 pseudogene 4	647276	https://www.ncbi.nlm.nih.gov/gene/?term=647276
RPL5	RPL5	ribosomal protein L5	6125	https://www.ncbi.nlm.nih.gov/gene/?term=6125
RPL5P12	RPL5P12	ribosomal protein L5 pseudogene 12	100270833	https://www.ncbi.nlm.nih.gov/gene/?term=100270833
RPL5P4	RPL5P4	ribosomal protein L5 pseudogene 4	643343	https://www.ncbi.nlm.nih.gov/gene/?term=643343
RPL5P9	RPL5P9	ribosomal protein L5 pseudogene 9	100270832	https://www.ncbi.nlm.nih.gov/gene/?term=100270832
RPL7	RPL7	ribosomal protein L7	6129	https://www.ncbi.nlm.nih.gov/gene/?term=6129
RPL7P7	RPL7P7	ribosomal protein L7 pseudogene 7	644896	https://www.ncbi.nlm.nih.gov/gene/?term=644896
RPL9	RPL9	ribosomal protein L9	6133	https://www.ncbi.nlm.nih.gov/gene/?term=6133
RPRM	RPRM	reprimo, TP53 dependent G2 arrest mediator homolog	56475	https://www.ncbi.nlm.nih.gov/gene/?term=56475
RPS11P6	RPS11P6	ribosomal protein S11 pseudogene 6	729258	https://www.ncbi.nlm.nih.gov/gene/?term=729258
RPS12	RPS12	ribosomal protein S12	6206	https://www.ncbi.nlm.nih.gov/gene/?term=6206
RPS12P26	RPS12P26	ribosomal protein S12 pseudogene 26	100130495	https://www.ncbi.nlm.nih.gov/gene/?term=100130495
RPS14	RPS14	ribosomal protein S14	6208	https://www.ncbi.nlm.nih.gov/gene/?term=6208
RPS15AP10	RPS15AP10	ribosomal protein S15a pseudogene 10	728963	https://www.ncbi.nlm.nih.gov/gene/?term=728963
RPS15AP6	RPS15AP6	ribosomal protein S15a pseudogene 6	100271141	https://www.ncbi.nlm.nih.gov/gene/?term=100271141
RPS18P9	RPS18P9	ribosomal protein S18 pseudogene 9	645958	https://www.ncbi.nlm.nih.gov/gene/?term=645958
RPS24	RPS24	ribosomal protein S24	6229	https://www.ncbi.nlm.nih.gov/gene/?term=6229
RPS24P17	RPS24P17	ribosomal protein S24 pseudogene 17	100216341	https://www.ncbi.nlm.nih.gov/gene/?term=100216341
RPS25	RPS25	ribosomal protein S25	6230	https://www.ncbi.nlm.nih.gov/gene/?term=6230
RPS26	RPS26	ribosomal protein S26	6231	https://www.ncbi.nlm.nih.gov/gene/?term=6231
RPS26P28	RPS26P28	ribosomal protein S26 pseudogene 28	643003	https://www.ncbi.nlm.nih.gov/gene/?term=643003
RPS26P47	RPS26P47	ribosomal protein S26 pseudogene 47	400156	https://www.ncbi.nlm.nih.gov/gene/?term=400156
RPS26P6	RPS26P6	ribosomal protein S26 pseudogene 6	392256	https://www.ncbi.nlm.nih.gov/gene/?term=392256
RPS27A	RPS27A	ribosomal protein S27a	6233	https://www.ncbi.nlm.nih.gov/gene/?term=6233
RPS2P44	RPS2P44	ribosomal protein S2 pseudogene 44	100271248	https://www.ncbi.nlm.nih.gov/gene/?term=100271248
RPS3	RPS3	ribosomal protein S3	6188	https://www.ncbi.nlm.nih.gov/gene/?term=6188
RPS3A	RPS3A	ribosomal protein S3A	6189	https://www.ncbi.nlm.nih.gov/gene/?term=6189
RPS3AP26	RPS3AP26	RPS3A pseudogene 26	644972	https://www.ncbi.nlm.nih.gov/gene/?term=644972
RPS3AP6	RPS3AP6	RPS3A pseudogene 6	145767	https://www.ncbi.nlm.nih.gov/gene/?term=145767
RPS4X	RPS4X	ribosomal protein S4 X-linked	6191	https://www.ncbi.nlm.nih.gov/gene/?term=6191
RPS4XP11	RPS4XP11	ribosomal protein S4X pseudogene 11	441550	https://www.ncbi.nlm.nih.gov/gene/?term=441550
RPS4Y1	RPS4Y1	ribosomal protein S4 Y-linked 1	6192	https://www.ncbi.nlm.nih.gov/gene/?term=6192
RPS5	RPS5	ribosomal protein S5	6193	https://www.ncbi.nlm.nih.gov/gene/?term=6193
RPS6KA2	RPS6KA2	ribosomal protein S6 kinase A2	6196	https://www.ncbi.nlm.nih.gov/gene/?term=6196
RPS6KA2-IT1	RPS6KA2-IT1	RPS6KA2 intronic transcript 1	100874353	https://www.ncbi.nlm.nih.gov/gene/?term=100874353
RPS6KC1	RPS6KC1	ribosomal protein S6 kinase C1	26750	https://www.ncbi.nlm.nih.gov/gene/?term=26750
RPS6P25	RPS6P25	ribosomal protein S6 pseudogene 25	729389	https://www.ncbi.nlm.nih.gov/gene/?term=729389
RPS7	RPS7	ribosomal protein S7	6201	https://www.ncbi.nlm.nih.gov/gene/?term=6201
RPS7P1	RPS7P1	ribosomal protein S7 pseudogene 1	388363	https://www.ncbi.nlm.nih.gov/gene/?term=388363
RPS7P10	RPS7P10	ribosomal protein S7 pseudogene 10	100128060	https://www.ncbi.nlm.nih.gov/gene/?term=100128060
RPS8	RPS8	ribosomal protein S8	6202	https://www.ncbi.nlm.nih.gov/gene/?term=6202
RPSAP52	RPSAP52	ribosomal protein SA pseudogene 52	204010	https://www.ncbi.nlm.nih.gov/gene/?term=204010
RPSAP71	RPSAP71	ribosomal protein SA pseudogene 71	107075249	https://www.ncbi.nlm.nih.gov/gene/?term=107075249
RPSAP8	RPSAP8	ribosomal protein SA pseudogene 8	643617	https://www.ncbi.nlm.nih.gov/gene/?term=643617
RPUSD4	RPUSD4	RNA pseudouridine synthase D4	84881	https://www.ncbi.nlm.nih.gov/gene/?term=84881
RRAGC	RRAGC	Ras related GTP binding C	64121	https://www.ncbi.nlm.nih.gov/gene/?term=64121
RRAGD	RRAGD	Ras related GTP binding D	58528	https://www.ncbi.nlm.nih.gov/gene/?term=58528
RRAS	RRAS	RAS related	6237	https://www.ncbi.nlm.nih.gov/gene/?term=6237
RSAD2	RSAD2	radical S-adenosyl methionine domain containing 2	91543	https://www.ncbi.nlm.nih.gov/gene/?term=91543
RSBN1	RSBN1	round spermatid basic protein 1	54665	https://www.ncbi.nlm.nih.gov/gene/?term=54665
RSPH1	RSPH1	radial spoke head component 1	89765	https://www.ncbi.nlm.nih.gov/gene/?term=89765
RSPH3	RSPH3	radial spoke head 3	83861	https://www.ncbi.nlm.nih.gov/gene/?term=83861
RSPO3	RSPO3	R-spondin 3	84870	https://www.ncbi.nlm.nih.gov/gene/?term=84870
RSPRY1	RSPRY1	ring finger and SPRY domain containing 1	89970	https://www.ncbi.nlm.nih.gov/gene/?term=89970
RTKN	RTKN	rhotekin	6242	https://www.ncbi.nlm.nih.gov/gene/?term=6242
RTN1	RTN1	reticulon 1	6252	https://www.ncbi.nlm.nih.gov/gene/?term=6252
RTN2	RTN2	reticulon 2	6253	https://www.ncbi.nlm.nih.gov/gene/?term=6253
RTN4R	RTN4R	reticulon 4 receptor	65078	https://www.ncbi.nlm.nih.gov/gene/?term=65078
RTN4RL1	RTN4RL1	reticulon 4 receptor like 1	146760	https://www.ncbi.nlm.nih.gov/gene/?term=146760
RTP4	RTP4	receptor transporter protein 4	64108	https://www.ncbi.nlm.nih.gov/gene/?term=64108
RUNDC3B	RUNDC3B	RUN domain containing 3B	154661	https://www.ncbi.nlm.nih.gov/gene/?term=154661
RUNX2	RUNX2	RUNX family transcription factor 2	860	https://www.ncbi.nlm.nih.gov/gene/?term=860
RUNX3	RUNX3	RUNX family transcription factor 3	864	https://www.ncbi.nlm.nih.gov/gene/?term=864
RUVBL1	RUVBL1	RuvB like AAA ATPase 1	8607	https://www.ncbi.nlm.nih.gov/gene/?term=8607
RXRA	RXRA	retinoid X receptor alpha	6256	https://www.ncbi.nlm.nih.gov/gene/?term=6256
RYR2	RYR2	ryanodine receptor 2	6262	https://www.ncbi.nlm.nih.gov/gene/?term=6262
RYR3	RYR3	ryanodine receptor 3	6263	https://www.ncbi.nlm.nih.gov/gene/?term=6263
S100A13	S100A13	S100 calcium binding protein A13	6284	https://www.ncbi.nlm.nih.gov/gene/?term=6284
S100A14	S100A14	S100 calcium binding protein A14	57402	https://www.ncbi.nlm.nih.gov/gene/?term=57402
S100A2	S100A2	S100 calcium binding protein A2	6273	https://www.ncbi.nlm.nih.gov/gene/?term=6273
S100A3	S100A3	S100 calcium binding protein A3	6274	https://www.ncbi.nlm.nih.gov/gene/?term=6274
S100A4	S100A4	S100 calcium binding protein A4	6275	https://www.ncbi.nlm.nih.gov/gene/?term=6275
S100A8	S100A8	S100 calcium binding protein A8	6279	https://www.ncbi.nlm.nih.gov/gene/?term=6279
S100A9	S100A9	S100 calcium binding protein A9	6280	https://www.ncbi.nlm.nih.gov/gene/?term=6280
S100P	S100P	S100 calcium binding protein P	6286	https://www.ncbi.nlm.nih.gov/gene/?term=6286
S1PR1	S1PR1	sphingosine-1-phosphate receptor 1	1901	https://www.ncbi.nlm.nih.gov/gene/?term=1901
S1PR3	S1PR3	sphingosine-1-phosphate receptor 3	1903	https://www.ncbi.nlm.nih.gov/gene/?term=1903
SAA1	SAA1	serum amyloid A1	6288	https://www.ncbi.nlm.nih.gov/gene/?term=6288
SAA2	SAA2	serum amyloid A2	6289	https://www.ncbi.nlm.nih.gov/gene/?term=6289
SALL2	SALL2	spalt like transcription factor 2	6297	https://www.ncbi.nlm.nih.gov/gene/?term=6297
SALL4	SALL4	spalt like transcription factor 4	57167	https://www.ncbi.nlm.nih.gov/gene/?term=57167
SAMD12	SAMD12	sterile alpha motif domain containing 12	401474	https://www.ncbi.nlm.nih.gov/gene/?term=401474
SAMD12-AS1	SAMD12-AS1	SAMD12 antisense RNA 1	552860	https://www.ncbi.nlm.nih.gov/gene/?term=552860
SAMD9L	SAMD9L	sterile alpha motif domain containing 9 like	219285	https://www.ncbi.nlm.nih.gov/gene/?term=219285
SAMHD1	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	25939	https://www.ncbi.nlm.nih.gov/gene/?term=25939
SAPCD2	SAPCD2	suppressor APC domain containing 2	89958	https://www.ncbi.nlm.nih.gov/gene/?term=89958
SARM1	SARM1	sterile alpha and TIR motif containing 1	23098	https://www.ncbi.nlm.nih.gov/gene/?term=23098
SASH1	SASH1	SAM and SH3 domain containing 1	23328	https://www.ncbi.nlm.nih.gov/gene/?term=23328
SAT2	SAT2	spermidine/spermine N1-acetyltransferase family member 2	112483	https://www.ncbi.nlm.nih.gov/gene/?term=112483
SATB1	SATB1	SATB homeobox 1	6304	https://www.ncbi.nlm.nih.gov/gene/?term=6304
SBF2-AS1	SBF2-AS1	SBF2 antisense RNA 1	283104	https://www.ncbi.nlm.nih.gov/gene/?term=283104
SBK1	SBK1	SH3 domain binding kinase 1	388228	https://www.ncbi.nlm.nih.gov/gene/?term=388228
SBSN	SBSN	suprabasin	374897	https://www.ncbi.nlm.nih.gov/gene/?term=374897
SBSPON	SBSPON	somatomedin B and thrombospondin type 1 domain containing	157869	https://www.ncbi.nlm.nih.gov/gene/?term=157869
SCAMP5	SCAMP5	secretory carrier membrane protein 5	192683	https://www.ncbi.nlm.nih.gov/gene/?term=192683
SCAND1	SCAND1	SCAN domain containing 1	51282	https://www.ncbi.nlm.nih.gov/gene/?term=51282
SCARA3	SCARA3	scavenger receptor class A member 3	51435	https://www.ncbi.nlm.nih.gov/gene/?term=51435
SCARB1	SCARB1	scavenger receptor class B member 1	949	https://www.ncbi.nlm.nih.gov/gene/?term=949
SCARNA7	SCARNA7	small Cajal body-specific RNA 7	677767	https://www.ncbi.nlm.nih.gov/gene/?term=677767
SCCPDH	SCCPDH	saccharopine dehydrogenase (putative)	51097	https://www.ncbi.nlm.nih.gov/gene/?term=51097
SCD5	SCD5	stearoyl-CoA desaturase 5	79966	https://www.ncbi.nlm.nih.gov/gene/?term=79966
SCEL	SCEL	sciellin	8796	https://www.ncbi.nlm.nih.gov/gene/?term=8796
SCHLAP1	SCHLAP1	SWI/SNF complex antagonist associated with prostate cancer 1	101669767	https://www.ncbi.nlm.nih.gov/gene/?term=101669767
SCLY	SCLY	selenocysteine lyase	51540	https://www.ncbi.nlm.nih.gov/gene/?term=51540
SCML1	SCML1	Scm polycomb group protein like 1	6322	https://www.ncbi.nlm.nih.gov/gene/?term=6322
SCN2A	SCN2A	sodium voltage-gated channel alpha subunit 2	6326	https://www.ncbi.nlm.nih.gov/gene/?term=6326
SCN3A	SCN3A	sodium voltage-gated channel alpha subunit 3	6328	https://www.ncbi.nlm.nih.gov/gene/?term=6328
SCNN1A	SCNN1A	sodium channel epithelial 1 subunit alpha	6337	https://www.ncbi.nlm.nih.gov/gene/?term=6337
SCNN1G	SCNN1G	sodium channel epithelial 1 subunit gamma	6340	https://www.ncbi.nlm.nih.gov/gene/?term=6340
SCPEP1	SCPEP1	serine carboxypeptidase 1	59342	https://www.ncbi.nlm.nih.gov/gene/?term=59342
SCUBE2	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2	57758	https://www.ncbi.nlm.nih.gov/gene/?term=57758
SCX	SCX	scleraxis bHLH transcription factor	642658	https://www.ncbi.nlm.nih.gov/gene/?term=642658
